A_known,A_learning,A_skill,A_streak,B_known,B_learning,B_skill,B_streak,label
5,10,1,3,5,10,1,69,1
11,1,1,89,7,5,1,66,0
6,5,1,16,9,5,3,17,0
1,9,3,78,7,5,3,2,0
9,2,1,98,5,6,2,57,0
9,7,3,78,7,9,1,85,1
1,2,2,39,1,2,2,73,1
8,7,2,4,8,7,1,82,1
11,8,2,13,1,9,3,82,0
9,5,1,29,2,4,1,3,0
2,11,2,61,9,4,2,80,0
5,7,3,80,5,7,2,79,1
11,2,1,52,2,11,2,69,1
1,3,1,12,2,8,2,62,0
4,7,3,96,8,6,3,10,0
2,11,2,61,11,6,1,96,0
4,1,2,49,7,4,3,52,0
10,9,2,72,10,9,3,66,1
2,6,2,77,4,9,2,82,0
10,6,2,91,10,6,3,84,1
1,8,1,94,1,7,1,8,0
4,10,3,72,10,8,2,29,0
5,8,3,81,10,9,3,47,0
8,1,2,28,6,7,2,69,0
1,3,1,12,1,3,2,58,1
6,3,1,29,6,3,1,66,1
8,10,1,18,4,6,1,47,0
11,9,3,62,11,9,2,76,1
2,6,2,87,6,8,2,11,0
1,8,2,50,10,5,3,55,0
4,7,3,92,4,7,1,76,1
1,6,3,80,4,3,2,3,0
11,9,1,68,7,4,1,14,0
3,6,2,81,3,6,1,88,1
11,5,2,63,11,5,3,58,1
9,11,3,93,9,11,3,79,1
9,6,1,13,1,8,1,1,0
5,6,1,57,6,1,1,79,0
7,2,1,95,9,11,3,65,0
4,10,2,48,1,9,3,29,0
8,1,2,8,1,8,1,22,1
9,3,3,55,10,3,2,46,0
6,2,3,40,8,9,3,33,0
11,8,1,57,11,8,1,73,1
4,2,2,72,3,6,3,46,0
6,3,3,24,6,3,1,29,1
2,5,3,77,7,8,1,28,0
11,10,3,66,9,11,1,65,0
2,5,2,33,5,8,3,81,0
2,6,3,76,9,2,2,61,0
10,7,3,29,5,3,3,48,0
11,2,1,26,2,7,1,28,0
11,6,2,55,3,8,3,82,0
4,10,3,7,9,3,1,58,0
4,6,2,20,8,3,3,35,0
11,6,2,82,11,6,2,21,1
1,5,3,73,8,9,1,57,0
1,9,1,25,9,1,1,61,1
6,2,1,69,8,1,1,84,0
7,8,2,65,8,7,3,3,1
2,6,3,36,2,6,1,98,1
4,11,1,67,11,4,1,22,1
8,5,1,28,7,10,1,81,0
7,9,2,60,3,8,3,70,0
10,7,1,79,3,6,2,31,0
9,2,1,48,2,11,3,29,0
4,3,1,5,10,4,1,79,0
11,6,3,2,5,3,2,37,0
8,9,1,57,8,5,2,89,0
8,2,1,40,2,3,3,12,0
5,10,3,100,5,10,1,3,1
8,1,3,93,6,7,2,26,0
7,8,3,8,8,7,1,82,1
11,6,2,18,11,6,1,96,1
2,6,1,98,10,7,1,86,0
10,7,1,86,8,9,1,65,0
9,10,2,45,4,1,1,62,0
3,2,3,14,3,2,3,84,1
10,11,3,43,10,9,3,66,0
7,10,2,94,10,7,3,91,1
1,9,3,78,1,9,1,81,1
1,7,1,8,8,9,3,31,0
2,6,3,71,9,7,1,85,0
5,4,3,12,1,2,2,39,0
7,9,2,57,9,10,1,49,0
6,7,1,26,9,6,3,95,0
1,6,2,89,4,1,1,86,0
9,4,3,7,4,9,3,94,1
6,3,2,58,3,2,2,52,0
11,1,1,34,8,10,3,16,0
4,1,2,79,4,1,1,86,1
9,11,2,35,2,6,2,39,0
11,2,1,52,11,2,1,91,1
11,3,3,36,3,11,2,22,1
5,3,1,37,3,5,2,31,1
9,6,2,1,9,6,1,56,1
1,10,2,2,10,1,1,34,1
8,10,1,18,8,10,2,94,1
1,4,1,35,4,9,2,94,0
7,9,3,66,7,9,1,85,1
10,2,1,54,7,4,1,20,0
4,7,2,38,1,4,2,9,0
3,10,3,26,6,3,2,63,0
8,6,2,40,6,8,1,21,1
1,6,3,80,6,1,1,25,1
9,2,1,98,2,10,2,51,0
4,1,3,44,10,1,1,59,0
9,11,3,93,5,3,1,42,0
2,7,3,83,9,8,3,39,0
10,5,2,68,4,10,3,7,0
8,7,1,82,6,4,2,86,0
2,6,3,71,1,9,3,29,0
2,5,2,76,3,1,1,82,0
11,5,1,67,11,5,2,42,1
8,9,1,100,9,4,2,57,0
6,8,1,96,2,8,1,48,0
2,10,1,33,11,2,3,40,0
4,11,1,43,4,11,1,67,1
11,2,2,39,4,5,2,5,0
6,9,1,65,6,9,3,46,1
11,2,2,63,6,10,3,97,0
8,1,3,12,1,10,3,32,0
10,3,2,72,3,10,3,16,1
3,2,2,52,2,3,1,96,1
11,2,3,6,10,1,1,34,0
3,6,2,81,2,1,2,6,0
3,6,2,81,6,1,3,93,0
2,11,3,87,11,2,3,70,1
11,1,1,89,1,11,1,55,1
4,2,1,57,3,8,3,70,0
4,11,1,43,4,11,1,85,1
2,4,2,27,8,6,2,31,0
7,9,1,58,7,9,2,30,1
10,2,2,43,2,10,2,51,1
10,2,1,3,8,9,1,65,0
4,8,2,69,9,6,1,13,0
5,2,3,71,6,3,1,29,0
8,7,3,41,1,10,2,1,0
7,10,1,53,10,7,1,86,1
6,10,2,64,9,5,3,17,0
11,3,3,4,10,1,3,6,0
3,7,1,90,6,4,3,46,0
9,1,1,13,1,9,3,69,1
3,2,2,50,3,2,2,79,1
10,1,1,38,9,2,2,36,0
3,8,3,18,3,8,2,96,1
7,6,1,15,9,8,2,57,0
6,7,1,26,4,11,1,66,0
9,6,1,50,6,9,1,13,1
4,9,1,68,9,4,3,7,1
11,2,1,91,6,2,3,81,0
5,10,3,100,6,4,3,86,0
11,10,3,71,10,8,3,31,0
11,9,3,2,8,4,1,71,0
8,1,3,91,8,1,1,84,1
7,4,1,3,7,4,1,20,1
8,10,2,67,8,10,3,33,1
10,2,2,10,5,3,2,19,0
8,6,1,53,5,4,1,7,0
5,8,1,84,8,5,2,41,1
4,1,2,79,4,6,3,46,0
1,11,2,91,1,11,1,49,1
10,6,2,79,10,6,1,86,1
1,11,1,32,1,11,1,55,1
3,2,2,50,4,6,3,3,0
5,11,3,60,5,11,1,34,1
9,8,1,79,8,9,3,31,1
11,1,3,73,9,4,3,59,0
7,1,3,7,7,1,3,70,1
6,3,3,24,5,3,2,20,0
5,10,3,100,10,5,1,84,1
9,5,3,84,11,3,2,35,0
9,7,1,85,7,9,1,27,1
5,1,1,7,1,5,3,80,1
9,1,1,13,8,2,1,51,0
9,5,1,74,7,8,1,5,0
5,8,3,70,8,5,1,50,1
9,3,1,14,1,9,3,58,0
1,11,1,32,11,1,3,70,1
9,1,2,69,9,1,1,65,1
2,10,3,89,2,10,1,33,1
5,2,1,3,11,2,3,73,0
4,3,1,8,3,4,2,29,1
7,3,1,64,7,3,1,45,1
6,10,3,85,10,6,3,84,1
3,11,2,99,11,3,3,36,1
1,9,1,5,7,3,1,69,0
3,1,1,15,6,9,3,64,0
10,3,2,56,3,10,3,26,1
6,1,1,79,4,8,1,45,0
1,6,1,55,2,9,3,68,0
8,2,2,79,2,8,2,62,1
9,5,3,27,10,2,3,89,0
4,8,3,13,8,4,2,47,1
9,8,2,57,11,8,2,13,0
7,1,2,40,1,8,2,6,0
7,8,1,28,1,2,2,39,0
1,6,2,98,5,7,3,80,0
8,5,1,53,8,5,1,28,1
2,8,2,26,8,2,1,75,1
5,1,1,35,5,1,3,89,1
1,3,2,58,11,2,1,91,0
1,5,2,21,8,9,3,33,0
1,4,2,9,2,7,2,78,0
11,8,1,57,8,11,1,46,1
1,6,1,52,11,8,2,13,0
7,11,1,87,7,11,3,84,1
8,5,2,66,9,4,2,90,0
9,4,3,71,5,7,2,27,0
11,2,2,31,8,9,1,65,0
4,1,3,44,4,1,1,62,1
3,6,3,46,4,6,1,49,0
5,10,1,69,6,9,1,35,0
7,5,2,48,10,5,3,85,0
6,5,2,60,3,9,2,87,0
7,9,1,27,9,7,1,58,1
2,7,2,78,2,7,2,37,1
8,1,2,8,5,1,3,89,0
7,2,1,95,2,4,2,27,0
5,11,1,34,5,11,1,90,1
5,3,1,91,5,3,1,91,1
6,5,3,90,3,10,1,5,0
10,11,3,25,9,6,2,88,0
1,11,3,92,6,2,3,81,0
1,3,1,70,1,3,2,13,1
7,8,1,8,10,2,3,89,0
8,6,2,8,6,8,3,29,1
1,9,3,78,3,1,1,82,0
2,10,2,89,2,10,2,1,1
5,4,3,6,5,8,3,91,0
11,2,3,21,6,7,1,1,0
9,6,3,67,9,6,2,88,1
7,3,1,22,7,3,1,45,1
1,11,3,92,1,11,2,6,1
10,5,3,55,7,1,2,40,0
8,11,1,46,11,8,1,73,1
10,11,3,80,5,8,2,54,0
7,10,1,81,7,10,1,53,1
3,4,1,23,2,10,2,27,0
7,8,2,27,7,8,3,68,1
8,10,3,16,2,7,1,100,0
11,7,3,59,5,8,3,74,0
1,6,1,81,11,8,3,51,0
5,8,3,70,5,8,1,69,1
11,7,1,32,1,11,1,32,0
8,2,1,51,2,8,2,80,1
1,6,1,81,9,6,1,54,0
10,4,1,79,10,1,1,38,0
10,1,2,60,1,10,3,33,1
7,2,2,3,7,2,2,11,1
11,6,1,96,4,8,3,68,0
3,4,2,29,9,6,2,43,0
7,1,2,40,6,2,3,81,0
4,5,3,10,6,5,3,44,0
8,3,1,21,3,8,3,70,1
3,7,2,14,4,11,1,12,0
11,8,2,19,11,8,2,17,1
9,1,1,81,9,1,1,13,1
4,2,2,63,4,10,2,71,0
6,7,1,26,2,1,2,6,0
8,11,1,77,11,8,1,73,1
8,5,1,50,5,8,1,84,1
6,3,3,24,6,7,3,31,0
4,6,3,98,6,4,1,65,1
2,5,2,33,5,2,3,71,1
9,5,1,74,5,2,1,3,0
11,3,2,35,11,3,3,36,1
1,5,3,73,6,3,1,96,0
5,7,3,91,6,4,1,25,0
8,3,2,28,11,8,2,13,0
9,2,1,71,9,2,3,31,1
9,10,1,97,9,10,1,25,1
8,7,3,3,2,9,3,75,0
9,11,3,74,7,11,1,40,0
7,10,1,53,10,11,3,80,0
3,6,1,88,8,1,1,80,0
3,4,3,47,3,9,1,71,0
7,11,3,62,11,7,3,73,1
10,3,3,42,3,2,2,52,0
11,5,2,89,11,5,1,47,1
4,10,2,71,2,9,2,47,0
1,7,1,83,7,1,1,6,1
6,10,3,43,11,4,1,74,0
3,2,3,84,1,7,1,52,0
5,7,3,98,7,5,2,48,1
3,6,2,81,3,6,2,43,1
10,2,1,3,4,7,3,96,0
10,9,2,81,4,1,1,35,0
8,7,3,76,7,8,2,27,1
6,4,3,86,4,6,1,49,1
1,7,3,41,2,6,1,61,0
10,5,3,47,5,10,3,100,1
11,8,1,57,2,1,3,64,0
8,5,2,89,8,5,3,81,1
7,10,1,53,9,10,2,75,0
7,2,3,82,7,2,2,4,1
9,3,3,55,1,4,2,9,0
9,7,1,40,9,7,1,58,1
1,5,2,70,1,5,2,42,1
11,7,3,5,7,11,1,40,1
9,5,3,31,8,1,3,100,0
10,3,1,26,2,3,3,12,0
8,11,2,69,4,6,3,46,0
6,1,2,46,1,6,1,52,1
5,1,1,5,4,11,1,12,0
8,11,1,77,8,11,3,40,1
7,8,1,28,3,9,1,13,0
10,4,3,38,1,9,1,5,0
6,10,1,48,3,2,3,84,0
8,1,3,45,3,11,2,22,0
5,3,3,10,3,5,2,22,1
2,5,2,76,2,5,2,33,1
10,3,2,73,7,4,2,88,0
2,6,2,6,6,2,2,28,1
7,10,1,81,10,8,2,87,0
11,5,2,89,5,11,1,34,1
8,6,2,53,2,8,2,80,0
2,1,3,64,6,5,2,66,0
9,2,3,54,9,2,1,71,1
11,6,2,66,11,6,2,18,1
4,3,1,8,1,8,1,10,0
7,2,2,3,1,7,3,41,0
9,5,2,45,10,4,3,61,0
3,11,3,5,3,11,3,16,1
9,8,1,45,9,8,2,28,1
9,10,3,85,9,10,3,63,1
4,10,3,72,4,10,1,15,1
9,5,1,70,9,5,2,45,1
9,6,1,88,6,9,3,41,1
3,2,2,52,5,8,3,74,0
4,1,2,42,1,4,1,6,1
7,5,2,74,2,7,3,13,0
1,6,1,92,9,4,2,57,0
4,8,2,69,11,8,1,57,0
5,2,1,3,5,2,2,28,1
8,10,3,16,6,11,1,69,0
6,2,1,69,2,6,1,98,1
3,8,3,51,10,11,3,80,0
5,4,3,12,9,3,1,67,0
11,1,3,7,11,1,3,31,1
4,7,2,15,7,4,2,88,1
6,8,1,21,6,8,2,1,1
4,7,1,3,4,7,3,75,1
10,11,1,24,10,11,3,25,1
6,8,1,92,4,7,2,38,0
10,7,1,86,3,9,1,71,0
6,10,3,97,10,6,3,25,1
10,3,1,26,2,4,3,33,0
2,1,1,33,1,2,3,21,1
8,9,1,65,9,8,1,45,1
10,3,3,42,10,3,2,56,1
1,6,1,61,8,5,2,41,0
8,7,3,3,4,1,2,61,0
5,6,3,75,6,4,1,65,0
5,2,3,71,10,1,2,25,0
11,7,3,73,10,8,1,56,0
11,1,1,70,6,4,3,46,0
7,4,2,88,7,4,2,5,1
6,1,3,54,1,11,2,6,0
8,1,2,28,5,1,2,37,0
2,10,3,89,10,2,3,68,1
7,3,3,4,2,8,1,54,0
1,6,3,80,7,10,2,94,0
3,2,2,50,2,3,3,12,1
4,9,1,68,1,4,1,35,0
4,2,2,99,2,3,3,21,0
2,1,3,47,1,11,2,75,0
1,7,1,6,7,1,1,30,1
5,2,1,45,1,6,2,89,0
11,6,1,96,10,2,2,43,0
6,8,2,61,8,6,2,53,1
4,1,1,38,8,10,2,67,0
4,1,3,26,7,4,2,39,0
2,7,3,32,9,8,1,79,0
10,6,1,9,7,4,2,9,0
7,11,3,62,6,7,1,72,0
11,10,2,55,11,10,3,71,1
5,1,1,5,1,5,3,73,1
11,6,2,66,11,6,1,95,1
2,4,3,79,2,9,3,39,0
5,2,2,26,2,5,2,33,1
9,6,2,88,10,7,1,13,0
7,9,1,27,7,9,1,13,1
9,7,3,91,9,7,3,78,1
10,2,3,93,2,10,2,51,1
4,5,2,97,8,11,1,77,0
7,1,3,70,1,7,1,83,1
10,1,2,60,10,5,3,55,0
3,7,1,93,1,5,2,42,0
7,5,1,66,8,5,3,81,0
4,7,1,72,3,6,2,43,0
10,8,1,82,9,2,2,36,0
10,2,1,88,7,5,3,100,0
11,2,2,55,9,11,1,9,0
10,1,3,6,10,1,2,46,1
9,6,1,54,8,7,1,82,0
11,1,1,28,6,8,3,29,0
11,10,1,19,10,7,1,86,0
4,7,2,15,7,4,3,52,1
8,6,1,53,2,4,3,33,0
11,5,1,67,11,5,3,9,1
1,11,1,60,5,9,1,86,0
2,5,2,81,7,4,1,3,0
11,7,3,5,11,7,3,59,1
6,8,1,92,11,9,3,62,0
5,7,2,79,3,5,3,95,0
4,8,2,82,2,1,3,42,0
10,8,2,29,10,8,1,63,1
7,8,3,8,1,9,1,81,0
7,3,2,82,9,2,2,12,0
5,11,1,90,9,6,1,13,0
10,8,2,87,4,3,1,5,0
2,1,2,6,2,6,2,23,0
4,1,3,44,1,4,1,78,1
4,5,3,85,2,6,1,2,0
10,8,1,82,2,11,2,69,0
10,7,3,61,11,6,1,23,0
9,6,1,54,9,5,3,17,0
9,10,2,28,11,1,3,73,0
2,6,1,61,2,9,3,39,0
2,4,2,70,4,2,2,63,1
6,7,1,72,7,6,3,92,1
8,6,2,85,4,1,1,86,0
2,7,3,53,8,6,3,59,0
8,10,1,39,8,10,1,19,1
10,3,3,49,2,8,2,80,0
8,3,2,28,8,3,2,68,1
4,3,1,21,3,4,3,47,1
10,4,3,38,8,1,2,8,0
4,3,1,8,10,7,1,13,0
3,8,1,2,9,2,1,48,0
7,6,1,15,5,2,2,28,0
7,5,3,2,7,5,1,65,1
8,2,1,74,8,2,1,75,1
4,11,1,43,9,2,1,98,0
4,9,3,94,4,9,2,82,1
2,5,3,77,5,4,3,12,0
9,6,2,88,10,6,1,9,0
3,8,3,70,4,2,2,72,0
5,3,2,20,7,10,1,68,0
7,8,2,27,9,4,2,57,0
9,6,1,67,4,1,2,79,0
6,10,1,48,10,6,2,91,1
11,3,1,14,10,11,3,43,0
4,3,1,78,4,3,1,5,1
3,5,2,17,5,3,1,91,1
7,3,3,4,7,3,1,45,1
1,9,3,24,1,9,3,78,1
4,11,1,66,9,10,1,25,0
3,6,3,46,4,7,3,96,0
9,3,1,14,3,9,2,87,1
8,1,3,100,8,1,3,93,1
10,3,2,46,9,11,3,81,0
7,10,1,82,7,10,1,68,1
10,2,2,43,9,10,3,84,0
3,7,3,17,8,3,2,32,0
9,6,3,95,6,9,1,35,1
9,7,1,40,3,9,1,7,0
7,5,2,48,5,7,3,41,1
3,8,1,11,6,2,2,59,0
5,2,1,45,5,2,1,3,1
4,1,2,65,1,4,1,35,1
11,4,1,74,4,11,2,71,1
1,10,2,2,7,5,1,65,0
8,5,1,50,8,5,3,88,1
3,6,2,43,6,3,2,70,1
3,1,3,50,8,7,3,76,0
8,4,2,2,9,2,3,31,0
8,10,2,67,10,8,3,31,1
4,11,2,18,7,1,1,6,0
3,11,3,5,11,3,1,7,1
2,6,2,39,1,4,1,35,0
1,5,2,42,1,5,3,73,1
1,6,1,61,6,1,2,46,1
11,2,3,70,2,6,2,6,0
4,8,3,13,10,9,1,33,0
10,6,2,91,7,9,2,30,0
2,4,2,37,2,4,3,33,1
5,9,1,86,9,5,1,22,1
9,8,1,45,8,9,3,31,1
1,6,2,69,6,1,1,85,1
11,7,2,53,11,8,2,19,0
7,1,3,7,3,6,2,75,0
6,8,2,11,4,7,2,38,0
7,6,1,46,6,7,2,26,1
10,8,1,56,4,1,2,42,0
10,9,2,81,6,9,2,39,0
5,1,3,89,5,1,1,7,1
6,8,1,96,8,6,2,8,1
9,3,1,35,7,11,3,46,0
2,4,3,33,11,3,1,14,0
2,10,2,51,2,10,1,33,1
4,10,2,71,11,8,1,19,0
7,8,3,68,4,8,2,69,0
2,10,2,11,1,3,3,49,0
10,7,1,16,6,4,1,65,0
11,2,2,83,11,2,3,5,1
3,8,1,36,8,3,2,32,1
11,7,2,53,10,1,1,78,0
10,9,3,47,9,10,2,30,1
7,6,1,46,7,4,1,90,0
9,7,2,40,7,9,2,19,1
7,6,3,92,10,7,1,79,0
5,9,2,40,2,9,3,39,0
7,4,1,14,8,1,1,84,0
10,8,1,56,10,8,1,82,1
2,1,2,6,7,5,3,67,0
5,6,2,57,1,10,3,32,0
2,4,2,64,2,4,2,37,1
9,6,1,54,5,2,3,26,0
9,5,1,74,9,5,3,27,1
10,5,3,85,9,11,3,79,0
11,8,1,19,8,11,1,77,1
3,9,3,30,9,3,1,58,1
1,5,1,68,1,11,3,92,0
2,11,2,61,2,11,1,90,1
2,10,1,33,2,6,2,6,0
4,3,1,5,11,9,2,76,0
8,5,3,88,5,8,3,10,1
5,11,1,90,11,5,3,58,1
9,3,1,58,9,4,2,94,0
1,6,1,96,6,1,2,44,1
10,7,1,86,6,4,1,79,0
10,7,1,62,10,7,3,61,1
4,1,2,79,6,9,3,46,0
8,3,2,68,8,3,3,35,1
10,11,2,67,7,1,1,6,0
11,3,3,4,2,5,1,20,0
11,10,1,19,11,2,2,72,0
9,6,1,13,8,6,3,59,0
8,6,2,53,3,8,3,70,0
11,5,2,63,11,5,2,49,1
6,3,2,77,4,1,2,61,0
9,8,1,79,8,9,3,51,1
11,6,2,82,1,5,2,70,0
9,11,3,74,11,7,3,85,0
6,5,3,90,5,6,1,98,1
8,11,3,52,11,8,2,15,1
9,5,1,29,7,5,2,48,0
9,11,1,65,9,11,3,65,1
1,2,2,73,1,2,3,21,1
2,7,2,89,7,2,2,3,1
8,2,1,51,2,8,1,54,1
9,1,1,81,9,1,1,61,1
5,9,2,35,10,7,3,91,0
7,1,1,30,1,7,1,6,1
6,10,1,83,6,10,3,43,1
10,3,2,46,3,10,3,16,1
1,10,2,90,11,10,1,36,0
10,2,3,93,2,10,2,51,1
9,11,3,89,7,9,1,85,0
8,7,1,57,7,8,3,8,1
11,1,1,34,9,7,2,80,0
1,6,3,80,6,1,1,85,1
4,8,2,29,8,5,1,28,0
9,4,3,7,4,9,3,80,1
9,10,1,37,9,10,3,65,1
5,6,3,75,9,6,2,31,0
6,9,1,65,9,6,3,87,1
5,2,1,70,5,2,1,62,1
1,2,3,58,1,2,1,97,1
4,3,1,21,4,3,1,8,1
7,8,2,27,11,2,2,72,0
11,4,1,59,11,4,1,22,1
7,5,2,48,11,2,1,93,0
4,6,1,49,4,6,3,98,1
7,3,1,69,7,3,3,4,1
9,5,1,22,9,11,2,35,0
3,2,3,13,10,4,2,83,0
4,8,1,35,8,4,1,24,1
10,8,1,82,2,10,2,11,0
1,3,1,12,3,2,3,13,0
6,4,2,5,6,4,2,86,1
10,3,2,72,4,6,2,33,0
8,5,2,66,8,5,2,89,1
5,8,1,84,3,1,1,82,0
9,5,1,29,5,9,2,40,1
2,4,1,91,1,6,3,69,0
1,9,3,58,8,5,2,89,0
8,6,2,85,4,7,1,47,0
7,5,3,100,7,5,2,74,1
6,5,2,33,6,9,3,90,0
10,6,3,25,6,10,2,79,1
5,3,2,30,10,2,1,88,0
1,8,1,1,8,10,3,9,0
9,7,2,80,9,7,1,40,1
7,1,2,61,7,5,3,75,0
1,10,2,70,7,11,3,62,0
2,6,2,23,4,9,1,68,0
4,6,1,98,11,8,1,19,0
2,11,1,90,11,2,3,70,1
5,2,3,69,2,5,3,77,1
1,4,1,57,9,11,2,35,0
3,2,2,50,10,5,3,55,0
4,10,3,72,1,2,3,21,0
2,8,1,8,8,2,2,79,1
3,10,3,16,5,7,3,74,0
7,3,3,4,9,1,2,35,0
6,10,2,64,10,6,3,84,1
5,4,1,7,10,6,2,91,0
11,9,2,76,8,2,1,75,0
2,11,1,4,2,11,1,90,1
9,4,3,7,9,4,2,80,1
9,6,3,95,10,7,3,97,0
3,6,2,31,6,3,1,66,1
10,2,1,88,2,10,2,11,1
8,4,2,2,8,1,1,80,0
9,6,1,13,9,6,2,98,1
7,8,2,65,7,8,1,58,1
7,3,2,82,7,3,1,22,1
1,5,3,73,4,1,3,33,0
4,7,2,15,4,7,3,75,1
6,2,3,40,6,10,3,85,0
1,6,3,69,6,1,3,54,1
11,4,2,99,4,11,1,66,1
4,11,2,71,5,2,2,28,0
5,1,1,7,5,1,3,83,1
9,4,2,94,5,2,3,26,0
6,3,3,24,6,3,2,14,1
4,1,2,42,1,4,2,83,1
11,10,1,19,6,10,1,99,0
8,10,2,94,8,3,1,14,0
3,6,1,15,6,3,1,66,1
5,4,2,69,1,4,1,54,0
8,5,1,53,8,5,2,33,1
5,2,3,71,8,5,2,41,0
6,7,2,88,7,6,3,92,1
8,1,3,91,4,6,3,98,0
3,8,1,2,8,3,1,14,1
7,8,3,100,8,9,1,100,0
11,5,2,89,5,11,1,34,1
1,4,1,6,4,2,2,99,0
10,7,1,62,8,9,1,100,0
9,4,2,57,3,5,2,17,0
11,2,3,70,6,10,3,97,0
3,1,3,50,7,8,1,5,0
1,11,1,55,4,5,1,91,0
9,7,1,85,9,7,1,40,1
6,4,1,79,9,3,3,55,0
2,8,1,8,3,5,2,47,0
2,4,2,56,4,2,2,72,1
10,1,1,38,1,10,2,2,1
9,10,1,37,5,3,1,11,0
9,10,3,63,1,10,3,33,0
8,3,1,21,8,3,2,32,1
10,4,1,79,2,6,1,2,0
1,8,1,22,10,6,1,9,0
10,2,1,88,5,2,2,28,0
6,3,3,24,5,2,1,62,0
11,5,2,86,5,11,1,90,1
6,8,2,45,11,1,3,73,0
10,4,3,67,2,1,3,27,0
5,7,3,80,5,7,2,79,1
2,1,3,64,11,7,1,32,0
1,11,1,60,11,1,3,23,1
5,4,3,10,6,3,2,63,0
7,8,1,5,5,2,3,46,0
2,5,2,76,7,1,2,61,0
5,1,1,87,3,11,2,99,0
2,4,2,64,1,8,1,1,0
5,9,2,35,9,5,2,87,1
6,8,1,96,10,3,1,80,0
3,9,3,68,3,2,2,79,0
7,4,2,5,7,4,2,88,1
2,4,2,98,9,7,1,58,0
2,7,3,83,2,7,3,7,1
9,11,3,65,9,11,3,74,1
11,10,2,91,7,9,1,27,0
1,7,3,95,1,6,1,52,0
10,6,3,25,11,9,1,68,0
7,5,3,100,5,7,3,98,1
7,1,2,61,11,7,3,83,0
1,4,3,39,4,1,2,49,1
6,7,1,60,6,7,2,89,1
4,9,2,82,9,4,3,59,1
8,2,1,74,10,8,3,20,0
5,11,1,90,11,7,3,84,0
11,3,1,14,11,3,2,35,1
6,4,1,65,5,11,1,90,0
8,2,1,40,11,2,2,55,0
7,9,1,85,9,11,3,65,0
6,9,1,13,9,4,2,80,0
7,9,2,19,10,5,1,84,0
10,6,2,91,2,6,2,6,0
1,9,3,69,4,2,2,63,0
9,10,3,85,10,9,1,33,1
1,5,2,42,1,5,3,80,1
1,5,2,42,5,1,3,83,1
2,4,1,3,1,5,2,1,0
6,8,2,61,10,11,3,25,0
4,5,3,10,5,4,2,69,1
10,2,3,93,7,8,2,27,0
11,5,1,47,5,11,1,34,1
8,1,3,93,10,11,3,25,0
1,7,1,15,1,7,1,52,1
10,1,1,38,4,11,1,94,0
6,2,2,28,6,4,2,94,0
3,1,1,15,1,3,3,38,1
11,1,1,70,1,11,1,55,1
10,9,3,31,9,10,1,49,1
4,7,1,47,4,7,2,15,1
9,6,2,98,6,9,1,35,1
9,6,1,13,4,3,1,5,0
5,8,1,84,11,2,2,31,0
5,7,3,80,7,5,3,2,1
7,4,3,52,4,1,3,44,0
11,8,2,15,3,5,2,47,0
11,2,2,39,8,1,3,91,0
1,6,3,80,4,6,1,98,0
11,6,2,55,5,1,2,37,0
3,8,1,11,4,1,2,49,0
5,1,1,50,6,11,3,38,0
4,10,2,71,1,6,2,75,0
7,5,2,48,5,7,3,80,1
11,1,1,91,11,1,1,89,1
10,6,2,79,6,11,3,46,0
8,5,1,50,11,8,2,17,0
3,8,3,76,3,8,1,11,1
10,9,3,47,10,9,2,81,1
11,1,1,89,6,4,2,94,0
4,8,3,51,2,4,3,33,0
11,8,2,19,8,11,3,40,1
10,3,2,72,3,10,3,73,1
2,7,3,78,2,7,2,78,1
5,4,3,88,5,4,1,90,1
1,4,2,83,4,1,1,62,1
7,6,1,86,7,6,1,46,1
11,5,2,49,5,11,1,34,1
9,1,2,35,9,8,1,45,0
9,2,3,54,7,9,1,58,0
2,5,3,77,7,1,2,61,0
9,6,1,23,6,9,2,13,1
4,2,3,41,8,11,1,46,0
10,8,2,65,10,8,2,29,1
8,10,1,19,8,10,3,9,1
8,11,3,40,10,5,3,47,0
4,1,1,62,1,4,2,9,1
1,10,2,1,5,8,3,74,0
1,9,1,25,9,1,1,61,1
7,11,3,84,7,11,3,62,1
5,3,1,48,5,3,1,42,1
8,1,3,45,8,1,2,8,1
7,10,1,81,7,10,2,7,1
3,5,3,95,3,5,2,47,1
1,4,1,35,1,3,3,49,0
8,1,3,12,8,1,1,84,1
11,10,3,66,9,2,2,61,0
6,3,3,24,1,10,2,1,0
7,11,3,84,7,11,3,46,1
9,10,3,63,10,9,2,84,1
7,4,1,20,10,7,3,97,0
8,5,1,42,7,10,2,85,0
4,9,3,80,9,4,3,7,1
1,7,3,99,1,11,2,75,0
11,4,2,63,4,11,1,66,1
11,10,2,91,11,5,3,9,0
8,6,2,31,5,3,2,19,0
9,2,3,54,4,8,1,31,0
6,4,1,51,6,7,1,72,0
3,9,3,68,9,3,3,77,1
4,11,2,18,6,4,3,40,0
9,4,2,90,11,2,3,6,0
4,10,1,55,9,8,1,45,0
9,6,3,67,3,9,1,13,0
8,1,1,80,4,10,1,15,0
3,4,3,47,4,3,1,8,1
10,7,3,30,3,1,1,82,0
5,1,1,87,5,1,3,44,1
6,9,1,35,9,6,2,31,1
4,1,3,93,4,5,3,10,0
5,8,3,74,8,5,2,89,1
10,8,1,63,8,10,2,6,1
8,6,1,53,2,3,1,96,0
5,10,3,100,10,5,2,40,1
10,7,3,61,10,7,1,86,1
